Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,Lauch Site,Payload Mass
106,,Transporter-1,,SSO,SpaceX,"Success
",F9 B5B1058.5613,Success,24 January 2021,15:00,CCSFS,"~5,000 kg"
